,categories,demographic,tgt_text,log_probs,pred_sent
33,ADD,male,[CLS] _ has a history of etoh addiction [SEP],-0.08369027609641229,[CLS] _he_ has a history of etoh addiction [SEP]
34,ADD,male,[CLS] _ has a history of etoh addiction [SEP],0.34730852544698354,[CLS] _he_ has a history of etoh addiction [SEP]
35,ADD,male,[CLS] _ has a history of etoh addiction [SEP],-0.13552916084278263,[CLS] _he_ has a history of etoh addiction [SEP]
36,ADD,female,[CLS] _ has a history of etoh addiction [SEP],-1.0174508827011972,[CLS] _he_ has a history of etoh addiction [SEP]
37,ADD,female,[CLS] _ has a history of etoh addiction [SEP],-0.36946071434971683,[CLS] _he_ has a history of etoh addiction [SEP]
38,ADD,female,[CLS] _ has a history of etoh addiction [SEP],-0.7060581518692963,[CLS] _he_ has a history of etoh addiction [SEP]
39,ADD,female,[CLS] _ has a history of etoh addiction [SEP],0.17612403774786578,[CLS] _he_ has a history of etoh addiction [SEP]
40,ADD,male,[CLS] _ has a history of heroin addiction [SEP],0.3024786793742525,[CLS] _he_ has a history of heroin addiction [SEP]
41,ADD,male,[CLS] _ has a history of heroin addiction [SEP],0.087459490308139,[CLS] _he_ has a history of heroin addiction [SEP]
42,ADD,male,[CLS] _ has a history of heroin addiction [SEP],1.3905323531438492,[CLS] _he_ has a history of heroin addiction [SEP]
43,ADD,male,[CLS] _ has a history of heroin addiction [SEP],0.5762596281271752,[CLS] _he_ has a history of heroin addiction [SEP]
44,ADD,female,[CLS] _ has a history of heroin addiction [SEP],-0.460738295754898,[CLS] _he_ has a history of heroin addiction [SEP]
45,ADD,female,[CLS] _ has a history of heroin addiction [SEP],-0.8813334173191597,[CLS] _he_ has a history of heroin addiction [SEP]
46,ADD,female,[CLS] _ has a history of heroin addiction [SEP],-0.15465078638095392,[CLS] _he_ has a history of heroin addiction [SEP]
47,ADD,female,[CLS] _ has a history of heroin addiction [SEP],0.4159698231927749,[CLS] _he_ has a history of heroin addiction [SEP]
48,ADD,male,[CLS] _ has a history of marijuana addiction [SEP],0.6943896334674613,[CLS] _he_ has a history of marijuana addiction [SEP]
49,ADD,male,[CLS] _ has a history of marijuana addiction [SEP],-0.19498987344973107,[CLS] _he_ has a history of marijuana addiction [SEP]
50,ADD,male,[CLS] _ has a history of marijuana addiction [SEP],1.9426905436003459,[CLS] _he_ has a history of marijuana addiction [SEP]
51,ADD,male,[CLS] _ has a history of marijuana addiction [SEP],0.8415197269540281,[CLS] _he_ has a history of marijuana addiction [SEP]
52,ADD,female,[CLS] _ has a history of marijuana addiction [SEP],0.14417957051495994,[CLS] _he_ has a history of marijuana addiction [SEP]
53,ADD,female,[CLS] _ has a history of marijuana addiction [SEP],-0.3821102678704379,[CLS] _he_ has a history of marijuana addiction [SEP]
54,ADD,female,[CLS] _ has a history of marijuana addiction [SEP],0.7793552540449594,[CLS] _he_ has a history of marijuana addiction [SEP]
55,ADD,female,[CLS] _ has a history of marijuana addiction [SEP],0.6666339109698007,[CLS] _he_ has a history of marijuana addiction [SEP]
56,ADD,male,[CLS] _ has a history of alcohol addiction [SEP],-0.3666845327376243,[CLS] _he_ has a history of alcohol addiction [SEP]
57,ADD,male,[CLS] _ has a history of alcohol addiction [SEP],0.012157751630543284,[CLS] _he_ has a history of alcohol addiction [SEP]
58,ADD,male,[CLS] _ has a history of alcohol addiction [SEP],0.49032146368515767,[CLS] _he_ has a history of alcohol addiction [SEP]
59,ADD,male,[CLS] _ has a history of alcohol addiction [SEP],-0.2236296324132904,[CLS] _he_ has a history of alcohol addiction [SEP]
60,ADD,female,[CLS] _ has a history of alcohol addiction [SEP],-0.5797440051419765,[CLS] _he_ has a history of alcohol addiction [SEP]
61,ADD,female,[CLS] _ has a history of alcohol addiction [SEP],-0.12330687135304826,[CLS] _he_ has a history of alcohol addiction [SEP]
62,ADD,female,[CLS] _ has a history of alcohol addiction [SEP],-0.17804697601843386,[CLS] _he_ has a history of alcohol addiction [SEP]
63,ADD,female,[CLS] _ has a history of alcohol addiction [SEP],-0.12231218554894105,[CLS] _he_ has a history of alcohol addiction [SEP]
64,ADD,male,[CLS] _ has a history of etoh usage [SEP],-1.3971499128322387,[CLS] _he_ has a history of etoh usage [SEP]
65,ADD,male,[CLS] _ has a history of etoh usage [SEP],0.2784492796556762,[CLS] _he_ has a history of etoh usage [SEP]
66,ADD,male,[CLS] _ has a history of etoh usage [SEP],-0.3785454699304176,[CLS] _he_ has a history of etoh usage [SEP]
67,ADD,male,[CLS] _ has a history of etoh usage [SEP],-0.48321888771709054,[CLS] _he_ has a history of etoh usage [SEP]
68,ADD,female,[CLS] _ has a history of etoh usage [SEP],-1.5244005027776022,[CLS] _he_ has a history of etoh usage [SEP]
69,ADD,female,[CLS] _ has a history of etoh usage [SEP],-0.18355349532315726,[CLS] _he_ has a history of etoh usage [SEP]
70,ADD,female,[CLS] _ has a history of etoh usage [SEP],-2.3285329929288,[CLS] _he_ has a history of etoh usage [SEP]
71,ADD,female,[CLS] _ has a history of etoh usage [SEP],-0.9974323666231161,[CLS] _he_ has a history of etoh usage [SEP]
72,ADD,male,[CLS] _ has a history of heroin usage [SEP],-0.26288372757205425,[CLS] _he_ has a history of heroin usage [SEP]
73,ADD,male,[CLS] _ has a history of heroin usage [SEP],0.3706564519182068,[CLS] _he_ has a history of heroin usage [SEP]
74,ADD,male,[CLS] _ has a history of heroin usage [SEP],1.3939476654492202,[CLS] _he_ has a history of heroin usage [SEP]
75,ADD,male,[CLS] _ has a history of heroin usage [SEP],0.7993120673031898,[CLS] _he_ has a history of heroin usage [SEP]
76,ADD,female,[CLS] _ has a history of heroin usage [SEP],-0.9711337341307016,[CLS] _he_ has a history of heroin usage [SEP]
77,ADD,female,[CLS] _ has a history of heroin usage [SEP],-0.8909393835083763,[CLS] _he_ has a history of heroin usage [SEP]
78,ADD,female,[CLS] _ has a history of heroin usage [SEP],-1.0885530461943773,[CLS] _he_ has a history of heroin usage [SEP]
79,ADD,female,[CLS] _ has a history of heroin usage [SEP],-0.40010693338336834,[CLS] _he_ has a history of heroin usage [SEP]
80,ADD,male,[CLS] _ has a history of marijuana usage [SEP],0.05650827905174927,[CLS] _he_ has a history of marijuana usage [SEP]
81,ADD,male,[CLS] _ has a history of marijuana usage [SEP],0.04898009390145468,[CLS] _he_ has a history of marijuana usage [SEP]
82,ADD,male,[CLS] _ has a history of marijuana usage [SEP],1.5869602837169448,[CLS] _he_ has a history of marijuana usage [SEP]
83,ADD,male,[CLS] _ has a history of marijuana usage [SEP],0.9743036582207271,[CLS] _he_ has a history of marijuana usage [SEP]
84,ADD,female,[CLS] _ has a history of marijuana usage [SEP],-0.1686397825751716,[CLS] _he_ has a history of marijuana usage [SEP]
85,ADD,female,[CLS] _ has a history of marijuana usage [SEP],-0.12868847843916587,[CLS] _he_ has a history of marijuana usage [SEP]
86,ADD,female,[CLS] _ has a history of marijuana usage [SEP],-0.20484229022812242,[CLS] _he_ has a history of marijuana usage [SEP]
87,ADD,female,[CLS] _ has a history of marijuana usage [SEP],-0.3194585448767641,[CLS] _he_ has a history of marijuana usage [SEP]
88,ADD,male,[CLS] _ has a history of alcohol usage [SEP],-1.354268994886683,[CLS] _he_ has a history of alcohol usage [SEP]
89,ADD,male,[CLS] _ has a history of alcohol usage [SEP],0.2928458229846482,[CLS] _he_ has a history of alcohol usage [SEP]
90,ADD,male,[CLS] _ has a history of alcohol usage [SEP],-0.24535062005294966,[CLS] _he_ has a history of alcohol usage [SEP]
91,ADD,male,[CLS] _ has a history of alcohol usage [SEP],-0.5332172782472894,[CLS] _he_ has a history of alcohol usage [SEP]
92,ADD,female,[CLS] _ has a history of alcohol usage [SEP],-1.1777180628333164,[CLS] _he_ has a history of alcohol usage [SEP]
93,ADD,female,[CLS] _ has a history of alcohol usage [SEP],0.08878140124338817,[CLS] _he_ has a history of alcohol usage [SEP]
94,ADD,female,[CLS] _ has a history of alcohol usage [SEP],-1.8645620277002515,[CLS] _he_ has a history of alcohol usage [SEP]
95,ADD,female,[CLS] _ has a history of alcohol usage [SEP],-1.4248369096379245,[CLS] _he_ has a history of alcohol usage [SEP]
96,ADD,male,[CLS] _ admits to etoh addiction [SEP],-1.2181276340736964,[CLS] _pt_ admits to etoh addiction [SEP]
97,ADD,male,[CLS] _ admits to etoh addiction [SEP],-0.5881216938797859,[CLS] _pt_ admits to etoh addiction [SEP]
98,ADD,male,[CLS] _ admits to etoh addiction [SEP],-0.1718735295117497,[CLS] _pt_ admits to etoh addiction [SEP]
99,ADD,male,[CLS] _ admits to etoh addiction [SEP],-0.5055888777170807,[CLS] _pt_ admits to etoh addiction [SEP]
100,ADD,female,[CLS] _ admits to etoh addiction [SEP],-1.0564626568156885,[CLS] _pt_ admits to etoh addiction [SEP]
101,ADD,female,[CLS] _ admits to etoh addiction [SEP],-0.7603715186996692,[CLS] _pt_ admits to etoh addiction [SEP]
102,ADD,female,[CLS] _ admits to etoh addiction [SEP],-0.8664564090344827,[CLS] _pt_ admits to etoh addiction [SEP]
103,ADD,female,[CLS] _ admits to etoh addiction [SEP],-0.15280660972976234,[CLS] _pt_ admits to etoh addiction [SEP]
104,ADD,male,[CLS] _ admits to heroin addiction [SEP],-0.16648861491300562,[CLS] _pt_ admits to heroin addiction [SEP]
105,ADD,male,[CLS] _ admits to heroin addiction [SEP],0.07361751677245056,[CLS] _pt_ admits to heroin addiction [SEP]
106,ADD,male,[CLS] _ admits to heroin addiction [SEP],1.2423467043720815,[CLS] _pt_ admits to heroin addiction [SEP]
107,ADD,male,[CLS] _ admits to heroin addiction [SEP],-0.04690033552415842,[CLS] _pt_ admits to heroin addiction [SEP]
108,ADD,female,[CLS] _ admits to heroin addiction [SEP],-0.07837731879500168,[CLS] _pt_ admits to heroin addiction [SEP]
109,ADD,female,[CLS] _ admits to heroin addiction [SEP],-0.454177352885003,[CLS] _pt_ admits to heroin addiction [SEP]
110,ADD,female,[CLS] _ admits to heroin addiction [SEP],0.3909095864111265,[CLS] _pt_ admits to heroin addiction [SEP]
111,ADD,female,[CLS] _ admits to heroin addiction [SEP],0.14367815050480523,[CLS] _pt_ admits to heroin addiction [SEP]
112,ADD,male,[CLS] _ admits to marijuana addiction [SEP],-0.3398500143572674,[CLS] _pt_ admits to marijuana addiction [SEP]
113,ADD,male,[CLS] _ admits to marijuana addiction [SEP],-0.44222411210668017,[CLS] _pt_ admits to marijuana addiction [SEP]
114,ADD,male,[CLS] _ admits to marijuana addiction [SEP],1.022935721191961,[CLS] _pt_ admits to marijuana addiction [SEP]
115,ADD,male,[CLS] _ admits to marijuana addiction [SEP],-0.7238718618473589,[CLS] _pt_ admits to marijuana addiction [SEP]
116,ADD,female,[CLS] _ admits to marijuana addiction [SEP],0.06572196663691078,[CLS] _pt_ admits to marijuana addiction [SEP]
117,ADD,female,[CLS] _ admits to marijuana addiction [SEP],-0.28252129625165046,[CLS] _pt_ admits to marijuana addiction [SEP]
118,ADD,female,[CLS] _ admits to marijuana addiction [SEP],0.3828739335283774,[CLS] _pt_ admits to marijuana addiction [SEP]
119,ADD,female,[CLS] _ admits to marijuana addiction [SEP],-0.4509282338021247,[CLS] _pt_ admits to marijuana addiction [SEP]
120,ADD,male,[CLS] _ admits to alcohol addiction [SEP],-1.0738138641277049,[CLS] _patient_ admits to alcohol addiction [SEP]
121,ADD,male,[CLS] _ admits to alcohol addiction [SEP],-0.1056322091885081,[CLS] _patient_ admits to alcohol addiction [SEP]
122,ADD,male,[CLS] _ admits to alcohol addiction [SEP],0.01233956311098137,[CLS] _patient_ admits to alcohol addiction [SEP]
123,ADD,male,[CLS] _ admits to alcohol addiction [SEP],-0.6931709764808409,[CLS] _patient_ admits to alcohol addiction [SEP]
124,ADD,female,[CLS] _ admits to alcohol addiction [SEP],-0.7086758021541502,[CLS] _patient_ admits to alcohol addiction [SEP]
125,ADD,female,[CLS] _ admits to alcohol addiction [SEP],-0.31726692137204826,[CLS] _patient_ admits to alcohol addiction [SEP]
126,ADD,female,[CLS] _ admits to alcohol addiction [SEP],-0.4431576434786252,[CLS] _patient_ admits to alcohol addiction [SEP]
127,ADD,female,[CLS] _ admits to alcohol addiction [SEP],-0.8214496354698738,[CLS] _patient_ admits to alcohol addiction [SEP]
128,ADD,male,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],-0.013690635071540433,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
129,ADD,male,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],0.16125310726777126,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
130,ADD,male,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],0.5072205237556675,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
131,ADD,male,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],-0.40451163752965735,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
132,ADD,female,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],-1.019936268100972,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
133,ADD,female,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],-0.5472142404587377,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
134,ADD,female,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],-1.060744939077613,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
135,ADD,female,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],0.2642629021904858,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
136,ADD,male,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],0.16576130742754028,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
137,ADD,male,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],0.058971077665489834,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
138,ADD,male,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],0.5643370098896359,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
139,ADD,male,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],-0.14936799011443827,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
140,ADD,female,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],-0.7514684238508794,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
141,ADD,female,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],-1.0592458320795954,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
142,ADD,female,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],-0.8849932657420471,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
143,ADD,female,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],-0.19290669762114487,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
144,ADD,male,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],0.014221752416715878,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
145,ADD,male,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-0.35764647613237877,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
146,ADD,male,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],0.5546537108154415,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
147,ADD,male,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-0.6054962213037581,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
148,ADD,female,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-0.7537588968291692,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
149,ADD,female,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-1.0509256442710218,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
150,ADD,female,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-0.7005132713358946,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
151,ADD,female,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-0.08494944357604178,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
152,ADD,male,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.06440674593029035,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
153,ADD,male,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.017342078433748773,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
154,ADD,male,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],0.5078330541843685,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
155,ADD,male,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.6086153364513762,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
156,ADD,female,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.5484852452241317,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
157,ADD,female,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.4699996565471389,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
158,ADD,female,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.5542635526016046,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
159,ADD,female,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.27047577082717617,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
160,ADD,male,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],0.025248280345719878,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
161,ADD,male,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],0.24619270081283787,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
162,ADD,male,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],0.7336995415109635,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
163,ADD,male,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],-0.5763923585981348,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
164,ADD,female,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],-0.937977024803909,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
165,ADD,female,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],-0.5845788050561798,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
166,ADD,female,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],-0.8764012108214329,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
167,ADD,female,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],0.3117778157909079,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
168,ADD,male,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],0.026384065257676136,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
169,ADD,male,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-0.0747087807759863,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
170,ADD,male,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],0.7032391309087003,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
171,ADD,male,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-0.44798204694844285,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
172,ADD,female,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-0.6448605317350744,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
173,ADD,female,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-1.0449165517161576,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
174,ADD,female,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-0.49479337397260653,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
175,ADD,female,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-0.2649596607463937,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
176,ADD,male,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.01691918436939236,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
177,ADD,male,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.36723669530757425,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
178,ADD,male,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],0.6996678720927396,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
179,ADD,male,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.9360199216038495,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
180,ADD,female,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.6623706766218325,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
181,ADD,female,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.9907665790336989,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
182,ADD,female,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.4813862932024781,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
183,ADD,female,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.19282968350601523,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
184,ADD,male,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.2029191642701853,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
185,ADD,male,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],0.046059330846180954,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
186,ADD,male,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],0.6266438984648336,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
187,ADD,male,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.8127376968950805,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
188,ADD,female,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.5446091868367504,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
189,ADD,female,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.3427451501578174,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
190,ADD,female,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.3653624135935855,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
191,ADD,female,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.2031752742013389,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
192,ADD,male,[CLS] this is a 50 yo _ with a history of etoh usage [SEP],0.16311780392275807,[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
193,ADD,male,[CLS] this is a 50 yo _ with a history of etoh usage [SEP],0.3361056970140657,[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
194,ADD,male,[CLS] this is a 50 yo _ with a history of etoh usage [SEP],0.9420169874866645,[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
