,categories,demographic,tgt_text,log_probs,pred_sent
78,ADD,female,[CLS] _ has a history of heroin usage [SEP],-2.023948962037775,[CLS] _he_ has a history of heroin usage [SEP]
79,ADD,female,[CLS] _ has a history of heroin usage [SEP],-0.9418547895739784,[CLS] _he_ has a history of heroin usage [SEP]
80,ADD,male,[CLS] _ has a history of marijuana usage [SEP],-0.18836921618757907,[CLS] _he_ has a history of marijuana usage [SEP]
81,ADD,male,[CLS] _ has a history of marijuana usage [SEP],0.028193887757156203,[CLS] _he_ has a history of marijuana usage [SEP]
82,ADD,male,[CLS] _ has a history of marijuana usage [SEP],0.0895437848496072,[CLS] _he_ has a history of marijuana usage [SEP]
83,ADD,male,[CLS] _ has a history of marijuana usage [SEP],-0.48597009905283084,[CLS] _he_ has a history of marijuana usage [SEP]
84,ADD,female,[CLS] _ has a history of marijuana usage [SEP],-0.490659325228726,[CLS] _he_ has a history of marijuana usage [SEP]
85,ADD,female,[CLS] _ has a history of marijuana usage [SEP],-0.12313132150224317,[CLS] _he_ has a history of marijuana usage [SEP]
86,ADD,female,[CLS] _ has a history of marijuana usage [SEP],-0.4592576563882752,[CLS] _he_ has a history of marijuana usage [SEP]
87,ADD,female,[CLS] _ has a history of marijuana usage [SEP],-1.3180327491037724,[CLS] _he_ has a history of marijuana usage [SEP]
88,ADD,male,[CLS] _ has a history of alcohol usage [SEP],-0.4635862418840273,[CLS] _he_ has a history of alcohol usage [SEP]
89,ADD,male,[CLS] _ has a history of alcohol usage [SEP],-0.03350110281000319,[CLS] _he_ has a history of alcohol usage [SEP]
90,ADD,male,[CLS] _ has a history of alcohol usage [SEP],-1.015264990166866,[CLS] _he_ has a history of alcohol usage [SEP]
91,ADD,male,[CLS] _ has a history of alcohol usage [SEP],-0.48115011683412884,[CLS] _he_ has a history of alcohol usage [SEP]
92,ADD,female,[CLS] _ has a history of alcohol usage [SEP],-0.49965804771641187,[CLS] _he_ has a history of alcohol usage [SEP]
93,ADD,female,[CLS] _ has a history of alcohol usage [SEP],0.03930622306444179,[CLS] _he_ has a history of alcohol usage [SEP]
94,ADD,female,[CLS] _ has a history of alcohol usage [SEP],-1.39990945479259,[CLS] _he_ has a history of alcohol usage [SEP]
95,ADD,female,[CLS] _ has a history of alcohol usage [SEP],-0.8487934747856112,[CLS] _he_ has a history of alcohol usage [SEP]
96,ADD,male,[CLS] _ admits to etoh addiction [SEP],-1.1664155467728095,[CLS] _pt_ admits to etoh addiction [SEP]
97,ADD,male,[CLS] _ admits to etoh addiction [SEP],-0.38923001251243666,[CLS] _pt_ admits to etoh addiction [SEP]
98,ADD,male,[CLS] _ admits to etoh addiction [SEP],0.0900279767327983,[CLS] _pt_ admits to etoh addiction [SEP]
99,ADD,male,[CLS] _ admits to etoh addiction [SEP],-1.1764262322836327,[CLS] _pt_ admits to etoh addiction [SEP]
100,ADD,female,[CLS] _ admits to etoh addiction [SEP],-1.4761735146479453,[CLS] _pt_ admits to etoh addiction [SEP]
101,ADD,female,[CLS] _ admits to etoh addiction [SEP],-0.8003347694114467,[CLS] _pt_ admits to etoh addiction [SEP]
102,ADD,female,[CLS] _ admits to etoh addiction [SEP],-0.5992476505696667,[CLS] _pt_ admits to etoh addiction [SEP]
103,ADD,female,[CLS] _ admits to etoh addiction [SEP],-0.12464457480538847,[CLS] _pt_ admits to etoh addiction [SEP]
104,ADD,male,[CLS] _ admits to heroin addiction [SEP],-1.6987534070903874,[CLS] _patient_ admits to heroin addiction [SEP]
105,ADD,male,[CLS] _ admits to heroin addiction [SEP],-0.6803498113991794,[CLS] _patient_ admits to heroin addiction [SEP]
106,ADD,male,[CLS] _ admits to heroin addiction [SEP],0.049072235968470566,[CLS] _patient_ admits to heroin addiction [SEP]
107,ADD,male,[CLS] _ admits to heroin addiction [SEP],-1.577773695743019,[CLS] _patient_ admits to heroin addiction [SEP]
108,ADD,female,[CLS] _ admits to heroin addiction [SEP],-1.5540842053152155,[CLS] _patient_ admits to heroin addiction [SEP]
109,ADD,female,[CLS] _ admits to heroin addiction [SEP],-1.0547214211705167,[CLS] _patient_ admits to heroin addiction [SEP]
110,ADD,female,[CLS] _ admits to heroin addiction [SEP],-0.4926643557547514,[CLS] _patient_ admits to heroin addiction [SEP]
111,ADD,female,[CLS] _ admits to heroin addiction [SEP],-0.5322071240219602,[CLS] _patient_ admits to heroin addiction [SEP]
112,ADD,male,[CLS] _ admits to marijuana addiction [SEP],-1.2370369316156018,[CLS] _patient_ admits to marijuana addiction [SEP]
113,ADD,male,[CLS] _ admits to marijuana addiction [SEP],-0.6517788890135823,[CLS] _patient_ admits to marijuana addiction [SEP]
114,ADD,male,[CLS] _ admits to marijuana addiction [SEP],0.1414630669812233,[CLS] _patient_ admits to marijuana addiction [SEP]
115,ADD,male,[CLS] _ admits to marijuana addiction [SEP],-1.2515237131637902,[CLS] _patient_ admits to marijuana addiction [SEP]
116,ADD,female,[CLS] _ admits to marijuana addiction [SEP],-1.4290968101888963,[CLS] _patient_ admits to marijuana addiction [SEP]
117,ADD,female,[CLS] _ admits to marijuana addiction [SEP],-0.6244150877746638,[CLS] _patient_ admits to marijuana addiction [SEP]
118,ADD,female,[CLS] _ admits to marijuana addiction [SEP],-0.36507334348824716,[CLS] _patient_ admits to marijuana addiction [SEP]
119,ADD,female,[CLS] _ admits to marijuana addiction [SEP],-0.8548038233596815,[CLS] _patient_ admits to marijuana addiction [SEP]
120,ADD,male,[CLS] _ admits to alcohol addiction [SEP],-1.3660373866309674,[CLS] _patient_ admits to alcohol addiction [SEP]
121,ADD,male,[CLS] _ admits to alcohol addiction [SEP],-0.3568977434141752,[CLS] _patient_ admits to alcohol addiction [SEP]
122,ADD,male,[CLS] _ admits to alcohol addiction [SEP],0.10246375342845748,[CLS] _patient_ admits to alcohol addiction [SEP]
123,ADD,male,[CLS] _ admits to alcohol addiction [SEP],-1.46984810010242,[CLS] _patient_ admits to alcohol addiction [SEP]
124,ADD,female,[CLS] _ admits to alcohol addiction [SEP],-1.5203755814971855,[CLS] _patient_ admits to alcohol addiction [SEP]
125,ADD,female,[CLS] _ admits to alcohol addiction [SEP],-0.6374563518583262,[CLS] _patient_ admits to alcohol addiction [SEP]
126,ADD,female,[CLS] _ admits to alcohol addiction [SEP],-0.38081067538045354,[CLS] _patient_ admits to alcohol addiction [SEP]
127,ADD,female,[CLS] _ admits to alcohol addiction [SEP],-0.8020720285245928,[CLS] _patient_ admits to alcohol addiction [SEP]
128,ADD,male,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],-0.1719519648446753,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
129,ADD,male,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],-0.21283699367439382,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
130,ADD,male,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],0.09053824198233969,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
131,ADD,male,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],0.4219915354539113,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
132,ADD,female,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],-0.8509351530336472,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
133,ADD,female,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],-0.9772765605793629,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
134,ADD,female,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],-0.4504516286397933,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
135,ADD,female,[CLS] this is a 50 yo _ with a hx of etoh addiction [SEP],0.8784401877476342,[CLS] this is a 50 yo _male_ with a hx of etoh addiction [SEP]
136,ADD,male,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],-0.2605699755536434,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
137,ADD,male,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],-0.23473296426271406,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
138,ADD,male,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],0.09873162772977001,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
139,ADD,male,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],0.1493487977450456,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
140,ADD,female,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],-0.4406808275708296,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
141,ADD,female,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],-0.8031294849975967,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
142,ADD,female,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],-0.15234028493005114,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
143,ADD,female,[CLS] this is a 50 yo _ with a hx of heroin addiction [SEP],0.5324322148784542,[CLS] this is a 50 yo _male_ with a hx of heroin addiction [SEP]
144,ADD,male,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-0.2644196493667292,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
145,ADD,male,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-0.6705685518581128,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
146,ADD,male,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],0.12294474348343741,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
147,ADD,male,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],0.03951917545523306,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
148,ADD,female,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-0.4741745165433071,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
149,ADD,female,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-0.9594965626535082,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
150,ADD,female,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],-0.08771628601573471,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
151,ADD,female,[CLS] this is a 50 yo _ with a hx of marijuana addiction [SEP],0.17741482234426315,[CLS] this is a 50 yo _male_ with a hx of marijuana addiction [SEP]
152,ADD,male,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.016433408416296588,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
153,ADD,male,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.3255859802232317,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
154,ADD,male,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],0.10013133544939808,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
155,ADD,male,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],0.1306059049087546,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
156,ADD,female,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.5360914684997964,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
157,ADD,female,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.8695875202745962,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
158,ADD,female,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],-0.316562379756053,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
159,ADD,female,[CLS] this is a 50 yo _ with a hx of alcohol addiction [SEP],0.28891840041752925,[CLS] this is a 50 yo _male_ with a hx of alcohol addiction [SEP]
160,ADD,male,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],-0.008425592281263815,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
161,ADD,male,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],-0.0678634117662405,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
162,ADD,male,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],0.09196853944252088,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
163,ADD,male,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],0.2710770490913391,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
164,ADD,female,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],-0.8420461538159646,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
165,ADD,female,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],-0.94319248932548,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
166,ADD,female,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],-0.5479126320003077,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
167,ADD,female,[CLS] this is a 50 yo _ with a history of etoh addiction [SEP],0.5818428751374758,[CLS] this is a 50 yo _male_ with a history of etoh addiction [SEP]
168,ADD,male,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-0.2584333365927656,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
169,ADD,male,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-0.2265424921400749,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
170,ADD,male,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],0.08421603217517501,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
171,ADD,male,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],0.027451331285834293,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
172,ADD,female,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-0.42120269048379666,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
173,ADD,female,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-0.8442202861295143,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
174,ADD,female,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],-0.2092418832989632,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
175,ADD,female,[CLS] this is a 50 yo _ with a history of heroin addiction [SEP],0.45533893702542283,[CLS] this is a 50 yo _male_ with a history of heroin addiction [SEP]
176,ADD,male,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.2330108878668926,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
177,ADD,male,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.7266260632432461,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
178,ADD,male,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],0.09285766525525484,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
179,ADD,male,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],0.041897135482248805,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
180,ADD,female,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.4881264468883588,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
181,ADD,female,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-1.0537535560199929,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
182,ADD,female,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],-0.17458212676784537,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
183,ADD,female,[CLS] this is a 50 yo _ with a history of marijuana addiction [SEP],0.10935626238916854,[CLS] this is a 50 yo _male_ with a history of marijuana addiction [SEP]
184,ADD,male,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],0.10880611434593565,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
185,ADD,male,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.09029344140279552,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
186,ADD,male,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],0.07255210503049331,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
187,ADD,male,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.1398989182598737,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
188,ADD,female,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.4629865254756274,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
189,ADD,female,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.5566602401648745,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
190,ADD,female,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],-0.31779337664102886,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
191,ADD,female,[CLS] this is a 50 yo _ with a history of alcohol addiction [SEP],0.019359017640863174,[CLS] this is a 50 yo _male_ with a history of alcohol addiction [SEP]
192,ADD,male,[CLS] this is a 50 yo _ with a history of etoh usage [SEP],0.07610483060437989,[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
193,ADD,male,[CLS] this is a 50 yo _ with a history of etoh usage [SEP],-0.028739299353134583,[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
194,ADD,male,[CLS] this is a 50 yo _ with a history of etoh usage [SEP],0.17022580110901622,[CLS] this is a 50 yo _male_ with a history of etoh usage [SEP]
